review,rating,sentiment
setelah semua diikuti sampai verifikasi wajah error terus gk bisa.,1,Negative
pelayanan pengaduan merugikan tlpon 1500888 boros pulsa masa tlpon sebentar pulsa habis gede tambah pelayanan nya lambat jadi pulsa cepat habis ngerugiin orang aja,1,Negative
Good,5,Positive
"saya kasih bintang 1 aplikasi tidak berfungsi dengan benar penyimpanan masih banyak masa setiap mau buka aplikasi mybca tidak bisa di buka udh nyoba segala cara liat di youtube, tiktok sama aja benerin dong aplikasi nya",1,Negative
sangat membantu dan bermanfaat,5,Positive
"Kalo udh pesan kartu baru ribet sekali gabisa aktivasi lngsng dari aplikasinya, harus ke mesin ATM segala. Next bisa la aktivasi langsung lewat mybca",3,Neutral
mudah cara pengoperasiannya dan cepat,5,Positive
"semenjak ada verifikasi muka udah males banget di posisi tahap itu karena sering gagal, dan ujung-ujungnya di blokir wajib call cs.... HP NORMAL TAPI TERLALU SERING TERJADI KESALAHAN APK LEMOT BGST",1,Negative
setelah update makin bingung gagal mulu kirim kemana juga,1,Negative
ok,5,Positive
nicee,5,Positive
"Saya login tapi di minta nomor hp luar negri tiba saya masukan minta kode otp tapi kode otp nya gak kluar keluar disuruh telpon hallo BCA tetap tidak ada solusi,nyesel pakai bank BCA ini",1,Negative
lebih di permudah lagi untuk pendaftaran dan peminjaman online nya,1,Negative
"mau login aja lemotnya minta ampun, gimana si buat apps banyak banyak nyusahin",1,Negative
gangguan terus mau di gunakan bayangkan cuma pakia mu bca keadaan transaksi dan urgen parah.,1,Negative
menarik,5,Positive
Baru download jdi ga tau mau tulis apa soalnya belum makek apk nya,5,Positive
"buka rekening online di persulit saat video call costumer service bilang ada kendala verifikasi tapi pas di tanya kendalanya apa jawaban nya gak tau, padahal tujuan buka rekening online itu salah satunya untuk mempermudah nasabah yg tidak punya waktu untuk ke cabang",1,Negative
update teroooosss..sinyal bagus kok suka lemot bukannya makin lancar,2,Negative
contoh itu gopay kalo vermuk ga banyak gaya bisa masuk .ini belok kiri belok kanan buka mulut sampe nyamuk masuk .verifikasi gagal,1,Negative
verifikasi data kadang macet gak bisa dilakukan,2,Negative
"kenapa tiba tiba ga bisa di buka aplikasinya,dan keluar langsung setiap mau buka, bikin pusing ini aplikasi bentar"" update lagi,skrng malah ga bisa di buka",2,Negative
saya mau login GK bisa padahal pulsa saya ada nomernya bener sinyal bagus cuma GK ada kode verifikasi yang masuk ke nomer saya ini gimana tolong solusinya kode,1,Negative
"Aplikasi cacat, abis reset password suruh input kode OTP, sudah habis 60 detik kode OTP baru masuk, pas diinputkan, kode OTP tidak valid, sekali ngirim kode OTP ngabisin pulsa 1000 rupiah, udah berapa kali coba malah muncul nunggu 30 menit",1,Negative
mohon dikembalikan seperti dulu bisa akses menggunakan wifi. Karena saya bekerja di kapal pesiar. untuk kirim uang jadi tidak bisa. dikarenakan saya hanya bisa menggunakan jaringan wifi saja di atas kapal. makasih,1,Negative
saya puas dengan layanan bca,5,Positive
"susah betul mau resgis, malah disuruh update apk padahal baru di download",3,Neutral
tiap sertifikasi wajah selalu gagal,1,Negative
moga bermanfaat,5,Positive
"sumpah my bca ini aplikasi alay banget, masa setiap ganti device harus ke bank buat verifikasi data. harusnya terakir saya verifikasi wajah itu terekam. sistem data nya jeblok",1,Negative
ini kenapa pasword sudah benar sudah bisa masuk eh pas mau lagi kembali pasword salah dipermainkan aja ini buat pengguna BCA,1,Negative
apk nya tambah gak jelasss.. buruk,1,Negative
sangat baik,5,Positive
"gmn cara pilih negara, di aplikasi gak ada negara Indonesia .. tlg lah aplikasi yg bener ini gmn mau login minta masuk kode negara , udh gak ada LG negara nya tidak ada pilihan harus masukkan kode negara gmn solusinya kalau no hp sudah terdaftar dan di aplikasi sudah ada saldonya tapi tidak bisa akses alasan belum terdaftar gmn kasusnya , harusnya secara otomatis masuk id dan pin gak perlu minta kode negara segala",1,Negative
"pengiriman kartu baru lama sekali padahal kartu nya butuh buat, ke blokir semua transaksi nya, Beda sama bang Swasta S cepet Minggu Ngajuin, Senin proses, Selasa Kirim, Rabu nyampe, ini BCA sampai hari ini Belum nyampe nyampe lambat banget Padahal pengajuan bareng sama bang Swasta S, hadeh gak lagi deh pake BCA, ni nya cuman buat gaji lewat ajah deh gak bakal di paket untuk transaksi utama deh",1,Negative
bagus,5,Positive
apk bodoh dah datfar suruh vd cal pas vd cal suruh ini Sruh itu,1,Negative
semua transaksi jadi lebih mudah,5,Positive
"Pas mau bayar pakai qris sering gagal sampai malu sama penjualnya, padahal kuota internet masih aman",3,Neutral
"mohon maaf ini kenapa ya saya ada pengembalian dana ke BCA tapi ga masuk ke akun saya, sudah saya refresh berkali-kali tapi tetep aja masih dana yang sebelumnya ga berubah sama sekali",3,Neutral
paylater bca ngk bisa si ajukan,3,Neutral
"kalo gangguan sinyal,, tau-tau pasport nya salah udah lah jadi nya keblokir",5,Positive
bagus,5,Positive
susah saat verifikasi pengambilan foto kamera,4,Positive
"sistem nya yang kurang pintar, selalu menyulitkan perpindahan HP baru",1,Negative
ksh 5 biar lancar,5,Positive
bagusss,5,Positive
good,5,Positive
Tolong MyBCA Terutama Transfer Qris Agak Lambat Padahal Udh Masukin Pin Benar Malah Sering Gagal,5,Positive
update mulu 😭😭,4,Positive
susah log in beda sama bca mobile,2,Negative
sangat baik dan mmbantu,5,Positive
very good,5,Positive
"Tolong diubah di bagian bukti transaksi, nominal bagian atas seharusnya yang di tampilkan total bayarnya, jadi sudah termasuk sama biaya admin.",5,Positive
setelah di update aplikasi udh enteng . masukin pin setiap transaksi udh ringan g spt sblm nya ..tp notifikasi transaksi ilang ..apa ada minimal jumlah nominal transaksi atau bagaimana entah lah ..🙊,3,Neutral
ok,5,Positive
oke,5,Positive
pokoke mantap,5,Positive
memuaskan,5,Positive
fiturnya udah bagus. bisa lihat mutasi juga beberapa bulan ke belakang.tapi kenapa KLO di buat scan qris/transfer/virtual account sering banget gangguan nya. tolong di perbaiki donk.,2,Negative
coba dulu ya,5,Positive
knapa pas login tiba2 g bisa pake sidik jari ya? padal kmarin lancar,2,Negative
ok,4,Positive
sering lemot tanpa sebab,1,Negative
"tolong donk my bca ditambahin fitur autodebit pembayaran pascabayar, dan transfer antar bank",5,Positive
minta update sebulan bisa 3x tapi sering lemot,1,Negative
mantap,5,Positive
ini mybca kenapa dah mau login otp gak muncul² rusak apa gimana ini nunggu otp gak muncul tolong di perbaiki lah layanannya ini gak niat apa buat aplikasinya,1,Negative
mantap,5,Positive
ga bisa login.. gada nomor HP +62 nya..wkwkwk,1,Negative
mantap memudahkan transaksi,5,Positive
ini gimana dah cara hub cs bca di my bca? masa qriss udah 1 jam ga masuk padahal berhasil,1,Negative
waktu proses buka rekening waktu verifikasi wajah ga bisa ditulis please turn off the developer mode.,1,Negative
tidak bisa verifikasi wajah. padahal sudah aktifasi.. tinggal verifikasi wajah dan tanda tangan kamera gak aktif bank tolol,1,Negative
sering log out sendiri jd ga nyaman,1,Negative
mantap,5,Positive
"aplikasi terburuk yg pernah ada. saya baru download, ketika sampai di verifikasi nasabah, tidak bisa dilanjutkan. padahal saya sudah klik semua kolom ""setuju"". Tp pilihan ""lanjut"" tidak bisa diklik. parah. jd untuk apa saya download kalau tdk bisa dipakai?",1,Negative
terima kasih BCA,5,Positive
"ini buat id muter"" mulu nomer sudah di masukan minta di masukin lagi",1,Negative
sangat terjamin aman nya,5,Positive
saldo saya ngendap mybca gak bisa di akses. tolong perbaiki donk min. gak bisa di buka sama sekali. saldo jadinya gak bisa di tarik,1,Negative
"Niatnya ingin daftar online untuk mempersingkat waktu,tapi pas sampai sesi vc dengan petugas selalu tidak jelas susah 2 kali mencoba tapi petugas bilang ada kendala tidak bisa menyalakan kameranya lalu selang 1 menit di matikan sendiri,proses gagal. sewaktu ingin mencoba yang ketiga kali malah gabisa nyoba lagi. buruk pelayanan sangat buruk instrospeksi lagi petugasnya",1,Negative
"cuma ngirim kode verifikasi aja ga muncul sangat tidak memuaskan,pelayanan cepat cuma ribet munculin code aja ga bisa padahal nomer aktif biasa di pake.",1,Negative
aplikasi bujang banyak gangguan ga rekomendasi,1,Negative
sangat membantu,5,Positive
"ASAL BLOKIR, RIBET NGURUSIN NYA ! mesti nunggu PIMPINAN YANG ENTAH KAPAN DATANGNYA",1,Negative
"disuruh update tapi tidak tersedia update versinya, kacau",1,Negative
blm layak menggunakan fitur verifikasi wajah. ujung² nya terblokir dan harus verifikasi via VC dengan CS.,1,Negative
ok,5,Positive
"Verifikasi Wajah, KTP dan Tanda Tangannya ngerepotin. Padahal sudah mengikuti petunjuk, tapi selalu gagal.",3,Neutral
pelit sama kode otp,1,Negative
"Sy pakai bca mobile sudah puluhan tahun dan sangat nyaman, karena aplikasinya sangat ringan dan mudah login, tp bbrp bulan terakhir ini aplikasi punya bca baik mobile maupun my bca jadi susaaaaaah banget login, apalagi kalau pakai wifi langsung mental, RIBETTTT jadi males pakai aplikasi BCA, dulu jadi kebanggaan sekarang jadi momok.... Sumpah RIBET BANGET sekarang pake bca mobile dan my bca...",1,Negative
sangat d permudah,5,Positive
ok,5,Positive
tidak dapat di instal di hp Redmi A4,1,Negative
Mantap,5,Positive
"Alhamdulillah untuk saat ini saya cukup puas dan sangat memuaskan untuk bertran melalui BCA dan semoga untuk hari ini dan kedepannya jauh lebih baik,dan dan semoga kita semua slalu sehat dan tetap dalam lindungan Allah SWT 🙏🏻🙏🏻💪🏻",5,Positive
Terimakasih Atas Konfirmasi dan Vertipikasinya,5,Positive
mybca kenapa sih sekarang. minta login terussss. padahal sering di pakai+gak pernah logout,5,Positive
potongan perbulan nya setiap bulan naik terus dari 14rb jadi 19rb terus 20rb padahal pilih kartu nya yg potongan perbulan nya 14rb,3,Neutral
pelayanan sangat baik,5,Positive
aplikasi terlalu besar dan verifikasi muka dibikin simpel demi kenyamanan juga,3,Neutral
"jangan sekali² daftar aplikasi ini via onlen . dana kita disedot habis²san . katanya untuk biaya ini lah itulah, nyesel saya .saya coba masukan dana 200rb ,dipotong langsung 30rb,sisa 170rb, dipotong lagi 40rb sisa 130,dipotong lagi 20rb tinggal 110rb bertahan 3hari .eee ada potongan lagi 20rb .sisa 90rb. katanya untuk biyaya adminlah ,pembuatan m bangkinglah., saking jengkelnya saya blok kartu, niat mau nabung malah kayak gini. yaalloh., makan aja itu uang . nggak iklas saya",1,Negative
ini aplikasi gimana sih kok daftar rekening giliran verifikasi wajah keluar mulu,2,Negative
sangat puas,5,Positive
My BCA kren,4,Positive
like,5,Positive
gangguan terus udah 3 hari,3,Neutral
sangat berguna,5,Positive
saldo di rekening ga di apapain berkurang sendiri gada notip peringatan apapun tolong lah yang bijak sedikit jangan asal comot ajaa di notip cashflow pengeluaran nya 3ribu nyata nya 20ribu hilang tolong lah jangan asal main comot gitu aja,1,Negative
"mau masuk ke fitur kok GK bisa ya nyari kode negara sendiri GK ada pilihan, halooooo... mau nya gimana sihh udah liat saran yg kalian kasih udah dilakuin juga kok masih GK bisa juga kalo GK di isi GK bisa masuk pake kode negara lain juga GK bisa GK pake kode menu lanjutkan juga GK bisa di klik HALOOO SOLUSI DONG HALOOO",1,Negative
sangat membantu untuk transaksi dlm juga luar negeri,5,Positive
good job,5,Positive
sering eror ke jaringan,4,Positive
"sekedar saran buat menu cicilan di tambahin kak, seperti FIF dan lainya solan biar gak ribet aja pas pake mybca, kalo di bca mobile udah ada cuman saya belum bisa buat masuk",4,Positive
"cape smaa bca, ga satu dua kali bermasalah, padahal uda jaga baik² tpi masi aj ad kendalanya, susah klo pas mau pergi ke luar negri harus tlpn sana lapor sini dilempar²",1,Negative
apk sangat membantu dalam bertransaksi,5,Positive
oke,5,Positive
"ini gimana si ko setiap top up ke bca suka ke sedot mulu saldonya, tolong dong ini gimana",1,Negative
"ngabisin pulsa setiap mau login minta kode OTP tapi kodenya ga masuk masuk, tolong perbaiki dong",1,Negative
"RIBET, verifikasi jg harus download bca mobile jg knp coba. Coba ini karena bca mobile appnya busuk, log in gagal terus. perkara pindah HP doang jd mau akses mbanking aja rumitnya. Gagal terus, nguras pulsa lagi. Heran BCA seribet ini ternyata.",1,Negative
mengapa saat akan login ulang di suruh tambah kan no hp sedangkan kode (+62) Indonesia tidak ada dalam pilihan kode negara,2,Negative
Sangat mudah buka rekening baru sangat cepat,5,Positive
maaf saya mau bertanya kenapa ngk muncul nomor id nya ya padahal saya udah daftar dri awal,2,Negative
joss mantep banget sangat membantu dalam transaksi dan lebih mudah,5,Positive
"aplikasi nya jadi agak lemot, kadang bikin deg²an pas didepan kasir klo mau bayar pake qris. padahal sinyal kuat dan device mumpuni",3,Neutral
ini mau verifikasi vc kok susah banget si??? munculnya lagu mulu cs nya mana???? heran banget dahhhh,3,Neutral
pend kontt,1,Negative
"no hp indo(+62) tidak ada, tidak bisa login tidak ada plihan lain, katanya harus di SIM 1, sudah juga tapi tetap tidak bisa, sudah ada keluhan tentang ini tapi tidak diperbaiki",1,Negative
mau login malah ke blokir PD hall sudah bner paswordnya . di suruh telpon layanan BCA . giliran di hubungin nomer tidak terdaftar .,3,Neutral
selalu yang terbaik,5,Positive
tidak bisa dibuka,1,Negative
"knpa saldo saya ke potong ADM ya,udh gitu sampe 19 ribu lagi ADM nya tanpa pemberitahuan ada potongan ADM,ga jelas bngt aplikasi.",1,Negative
kok TDK bisa d buka,1,Negative
sudah ngasih tau baik baik tapi tetap ga bisa di aktifin apalagi CS nya suara kita berbeda kalau ga bisa kena suara tinggi tiba tiba pelayanan ga bisa di lanjutkan,1,Negative
"sering sekali ngandat, pdhl sinyal stabil tapi dbuat proses bayar (qris) sering gagal. sering tiba tiba pas mau bayar, malah disuruh update aplikasi.. otomatis proses bayar jd tertunda smpe update selesai. tolong di perhatikan lagi, BCA MOBILE dulu lancar"" aja gak kyk myBCA ...",5,Positive
bagus banget,5,Positive
pelayanan anda sangat buruk klo anda ga ngerti TTD e-KTP dan saat proses nya jangan jadi analis klo ga terpaksa saya ga akan buka rekening,1,Negative
ada biaya bulananya ternyata mana mahal lagi,1,Negative
bermanfaat,5,Positive
"ini kenapa yaa setelah di update malah susah login, sekalinya bisa masuk, tidak bisa membuka fitur didalamnya seperti tidak ada internet padahal saya sudah coba menggunakan wifi, paket data tetep sama ilang2 terus tidak bisa akses, sebelum diupdate lancar2 saja.",3,Neutral
mantap,5,Positive
lebih mudah buat transaksi,5,Positive
"sulit bangett buat login ke mybca lg, kalo lupa id dan pasword udah ga bisa masuk,login terjadi keslahan terus",1,Negative
lemot banget aplikasi nya,1,Negative
"setelah update yg terbaru minta login ulang, trus setelah login ulang minta verifikasi, data semua udh bener, dan udah 5 kali verifikasi gagal, ini disuruh tunggu 30 menit, hadeeeeh.. tolong dibenerin dung cs BCA. abis pulsa ini setiap verifikasi. udah pake jaringan pribadi sesuai dengan yg diminta, sama aja tetep gak bisa",1,Negative
jadi makin lemot,1,Negative
sangat bermanfaat,5,Positive
"apk gak bisa di pasang, padahal sudah di alihkan ke paket data/wifi pun gak bisa di pasang, memory internal pun masih longgar tetep gak bsa kepasang dan hp sya gunakan Oppo Reno 11f 5g",1,Negative
mau buat ID tapi keluar2 terus dari aplikasi.. tolong diperbaiki,1,Negative
"jaringan BCA lebih luas, bagus,rapi dan bertanggung jawab dalam masyarakat",5,Positive
gooodddf,5,Positive
ok,5,Positive
"setelah update sekarang mybca jadi ga ada problem saat transfer bank ke bank lain, nice sudah di perbaiki, untuk kedepannya mohon lebih bagus lagi",5,Positive
"aksesnya gampang ga sulit kok, Alhamdulillah lancar2 ajah",5,Positive
"real nih tiba tiba ada potongan admin smpe hampir 20k, dtambah saldo awal kpotong 50k. transaksi tarik tf belum pernah. BRIMO gak segini gini amat dah. a.n norek:Bahrul ilmi",1,Negative
bagus,5,Positive
aplikasinya buruk sekali kemaren saya baru daftar rekening udah terverifikasi lalu saya isi dari seabank saya tapi sampai sekarang belum masuk dr tanggal 11 feb sampai sekarang blm juga masuk padahal transaksi saya udah berhasil tolong di tindak lanjuti,1,Negative
selama saya pakai cukup bagus tidak ada yang membuat saya kecewa semoga dipertahankan🙏🙏,4,Positive
sangat kecewa dengan BCA..uang setiap hari hilang 19rb setiap trima uang masuk saldo selalu terpotong gak jelas...lebih baik tutup rekening di BCA lama2 boncos,1,Negative
"lemot, gak sekali dua kali, berkali kali malah, setiap masukin pin muncul ada kesalahan, ada kesalahan, ngulang ngulang terus, dipikir lucu kali, kalo urgent gimana, update bukannya nambah mudah malah bikin kesel",1,Negative
gampang erorr,1,Negative
usaha dagang,5,Positive
"SETIAP ISI SALDO GA PERNAH HILANG TAPI SETELAH BEBERAPA HARI SALDO SAYA KEPOTONG BAHKAN HAMPIR LEBIH DARI 100K, DAN TIDAK ADA KEJELASAN SAMA SEKALI KENAPA SALDO SAYA KEPOTONG, SAYA TIDAM PERNAH TRANSAKSI APAPUN, TDK PERNAH PUNYA HUTANG ATAU DLL. SEMUA TERJANGKAU DENGAN SAYA TAPI SAYA GATAU KENAPA SALDP SAYA SERING KEPOTONG BANYAK SEKALI.",1,Negative
sangat membantu,5,Positive
belum 1 bulan sudah dipotong biaya admin,3,Neutral
bagus,5,Positive
punya saya kok skrg gak bisa d bukaa...????,3,Neutral
ok,5,Positive
akhirnya aku bisa mybca Dakota makasih,5,Positive
bagus,5,Positive
akhir akhir ini buat tf selalu gagal terus,2,Negative
kenapa gak bisa login tiap login berhasil malah harus masukan nomor terus kode negara gak ada padahal kartu sim udah sim 1 tetep aja susah,1,Negative
Good,5,Positive
karena banyak komentar yang tidak memuaskan dri para nasabah jadi aplikasi ak ngk aku perbarui dulu....bintang 1 aja layak nya...,1,Negative
ok,5,Positive
"ga bisa buat id bca, keluar aplikasi mulu",1,Negative
mau bikin mbangking susah banget + ribet,1,Negative
saldo kepotong terus anjeng,1,Negative
knp pasword id ny selalu salah pdhl sudah sesuai dngn bnar cape buat ganti pasword nya,4,Positive
mantappp,5,Positive
sangat membantu,5,Positive
"verifikasi wajah gagal terus padahal sudah sesuai arahan semua, sampe capek. gini amet .",1,Negative
lebih praktis,5,Positive
transaksi nyaman dg mybca,5,Positive
my BCA oke...,5,Positive
lu buat apk yg layak lah dongo udh d verifikasi semua ttp aja eror lupa pw makin ribet dongo,1,Negative
very good,5,Positive
"ini serius tahun baru tapi buat face recognition di tablet android 11 tetep gagal terus??? udah paksa berhenti hapus data segala macem ga bisa, aksesibilitas udah nonaktif, memori masih cukup ada kosong 2GB, ke haloBCA pun ga ada solusi. apk lain bisaloh, developer perbaikinlah, habisin pulsa customer aja",1,Negative
sangat membantu ..,5,Positive
"saya mau masuk/login malah di muter muterin terus ke masukkan nomor sama otp, trs cara masuk nya gimana kalo terus""an muter kesitu situ terus",5,Positive
mybca knapa sih setiap isi saldo terpotong terus,1,Negative
"ga bisa verifikasi wajah, setelah ga bisa disuruh verifikasi via vidiocall tapi ga bisa tersambung juga. pengalaman yang cukup kurang baik",1,Negative
kok saya kode otp nya gak masuk masuk ya,5,Positive
sangat membantu,5,Positive
sedikit saran untuk daftar rekening sediakan fitur pin/disematkan biar memudahkan untuk tf.,5,Positive
"Semakin keren, setiap abis transfer atau dapet transfer langsung satset dapet notifikasi, jadi gk harus nunggu lama.",5,Positive
kebanyakan update,5,Positive
kecewa untuk pembukaan rekening semua berkas yang di minta udah saya siapkan dari RT dan Juga dari kecamatan alasannya karena kurang jelas huruf dari berkas saya pada hal aneh udah tau posisi nya lagi video call untuk cs nya yang 5 menit kan kurang nampak kalau lewat video call tapi lebih aneh nya mereka bisa membuka rekening orang yang bertransaksi judol tapi bagi nasabah yang ingin bener2 menabung malah di susah kan sekali,1,Negative
mantap keamanannya,5,Positive
"mantapp, cepat dan lancar",5,Positive
ok,5,Positive
"masi kurang detail mutasi uang masuk & keluar,, tidak ada kelihatan jam & menit",1,Negative
👍🏼👍🏼👍🏼,5,Positive
kalau notifikasi transaksi masuk dan keluar ditambah musik seperti bank sebelah lebih menarik serta mohon tambahkan fitur ubah pin kartu debit atau kredit melalui aplikasi 😁,5,Positive
Bagus sekali,5,Positive
"Verifikasi wajahnya susah untuk daftar myBCA,smpe skrg blom jadi2 tinggal 1 langkah lagi..",1,Negative
Terima kasih sangat membantu,5,Positive
istimewa,5,Positive
Good,5,Positive
aplikasi tidak bisa di buka pada saat mengisi pendaftaran,1,Negative
"Makin aneh sama call centernya,data baru di buat malah di akhiri,di call balik malah di blokir anehhh layanan minim",1,Negative
belum dicoba....,5,Positive
menjengkel kan apk sangat tidak jelas mau tranfer aja terus menerus muncul keterangan uppsss terjadi kesalahan,1,Negative
"jangan beli paket data di sini gak jelas masa iya paket 60 GB harga 100rb 2 hari abis, aplikasi standar FB YouTube go car & grap car aja yg lain gak ada.itupun gak 24 jam online trus hpnya",1,Negative
aplikasi nya bobrok banget...sering error..bikin malu aja pas qris gagal gagal terus,1,Negative
knpah bca ida tidak yah knpah,2,Negative
"mesin ATM BCA, mudah di jangkau di seluruh Indonesia",5,Positive
pntek BCA stiap bulan mntak di apdet tapi ngk ada juga ke majuan nyusahin tau orang lagi mau butuh cpat,1,Negative
"sangat membantu dalam bertransaksi.Efisien dan nyaman,mudah",5,Positive
"mantap,,",5,Positive
jos,5,Positive
sangat membantu,5,Positive
make my BCA transaksi lebih mudah,5,Positive
"Yg utama keamanan., kemudahan.. Selama ini puas menggunakan aplikasi ini. Layanan offline maupun online memuaskan juga,sangat membantu.",5,Positive
mempermudah pembayaran dan sangat membantu,5,Positive
apknya sering terhenti knp ya?,1,Negative
tidak bisa registrasi keluar sendiri tiba tiba,1,Negative
memudahkan saya bertransaksi di gerai manapun tanpa potonngan biaya admin,5,Positive
sangat membantu saya,5,Positive
sangat membantu dan m3mudahkan,5,Positive
ok,5,Positive
bagus tanggal berapa undian di umumkan nya hatur nuhun,5,Positive
hanya untuk mengambil kartu ATM sangat ribet. pengurusan lupa pasword juga ribet. padahal semua komplit.ehh yang di salahkan KTP sangat-sangat mengecewakan.,1,Negative
"aplikasi lagi eror parah mau' reset password, mentok di isi BCA id & nomor kartu tidak bisa input password baru, saya setelah ada pembaruan aplikasi mybca saya coba lagi masih sama tapi kali ini mentok di bikin password tidak bisa masukan pin transaksi kacau parah baru kali ini BCA parah gila",1,Negative
suka error terus... stiap pembaruan pasti error... udh gtu penginstalan lama banget lg... mau login aja harus kena biaya... bikin abs pulsa aja... mending pke dana dah... bca makin hari makin parah... serba bayar...,1,Negative
Aplikasi nya sangat bagus,5,Positive
"aplikasi lemot, kurang optimal, pada saat registrasi akun setelah menginput nomer telepon dan ingin melanjutkan proses registrasi mengalami loading yang sangat panjang, yang memaksa saya mengulang proses registrasi, saat proses di ulang, tertera email sudah terdaftar, ingin login menggunakan id yang telah ""terdaftar"" terjadi kendala tidak bisa menekan tombol login, setelah input email di bagian lupa id, tertera email belum terdaftar namun muncul pesan email telah di gunakan saat ingin regis,",1,Negative
sangat memuaskan pelayanannya,5,Positive
Akhirnya terbiasa menggunakan di Xiaomi 2 pro,5,Positive
my BCA sangat mudah dan fitirnya bagus.. yg sulit ini saldonya susah nambah.. gmn ada saran ga dri BCA..?,5,Positive
bca tlol saldo gw tiba tiba di ptong 100rb pula saran jgn dwnlod apk ini,1,Negative
"sangat bermanfaat dan mudah pemakaian, enjoy transaksi dan semoga BCA terus berkembang dan meningkatkan keamanan",5,Positive
kok akun Saya selalu gagal reset pasword dan Saya sdh brpa kali mnghubung halo BCA jawaban mereka sama masa sekelas bca tidak bisa menyelesaikan permasalahan padahal semua data Saya sdh benar,1,Negative
baru daftar kode otp nya ga bisa di akses mulu,4,Positive
bca melayani dengan sepenuh hati,5,Positive
"Fitur poket sangat membantu untuk ""mensekat"" seluruh keuangan saya karena punya posnya masing-masing. Tapi untuk poket, tolong dong untuk poket yang tidak dikunci dibuat bisa untuk pembayaran. Soalnya agak ribet uang yang sudah saya taruh di poket harus dikeluarkan lagi untuk transaksi. Semoga bisa direalisasikan ya, terima kasih.",5,Positive
recommended banking,5,Positive
"bagus ,cepet",5,Positive
simpel,5,Positive
"pakai bca.. ternyata mobile bankingnya lumayan ribet.. harus dftar ke cabang,dftar di atm gagal. Dan sering ga bisa login akun,coba lagi coba lagi...padahal kuota ada. kurang bisa diandalkan kalo urgent..",3,Neutral
mantap,5,Positive
baik,4,Positive
mau login tapi kode negara tidak ada,1,Negative
Good apps,5,Positive
"ini gimana yaa buka akun, harus masukin nomor telpon tapi gak ada nomor kode negara nya. kan kocak.. Indonesia ga ada",3,Neutral
mantap,5,Positive
"setelah update terakhir tidak bisa scan Qris, saya kesulitan untuk melakukan pembayaran menggunakan Qris, mohon segera diperbaiki",2,Negative
fitur tranfer valasnya di hapus saja jelek banget sistemnya transaksi sudah satu minggu uang belum diterima hubungi cs jawabannya semua sama gampang bnget omongnya suruh bikin laporan suruh bayar lagi bikin emosi aja,2,Negative
males bikin rekeningnya harus vc dulu,2,Negative
sangat membantu di setiap transaksi,5,Positive
buat sebagai alat transaksi,5,Positive
"mohon maaf ini kenapa saat login harus menambahkan nomor tlfn lagi, pdhl kode negara nya gk ada, nomor saya sebelumnya sudah terdaftar dan sudah berada di SIM 1 di perangkat, tapi ttp harus menambahkan nomor tlpn mohon solusinya min",2,Negative
kenapa pas mau verifikasi wajah tidak bisa di bukak,1,Negative
buka m banking di bank nya langsung aja susah bget ribet lamaaaa pelayanan macam apa ini woiiiii,1,Negative
jos,5,Positive
"sampai saat ini aplikasinya masih baik baik saja, sangat membantu sekali",5,Positive
ok,5,Positive
"kaga niat deplov applikasi tapi maksa, login aja setengah mati susahnya, izin lokasi udah dikasih muncul terus notif minta izin lokasi. kebanyakan bug, pertama kali pakai UX ya sangat buruk, kesan pertama yg sangat tidak menyenangkan.",1,Negative
"tiap login minta verifikasi nomor hp terus menerus, padahal sudah verifikasi sebelumnya",1,Negative
saya tidak suka namun hada sedikit kurang rekening ini mohon maff ba papa ibu karmah ini perluh kalihan wasspada maupun daerah dan kota ber bagiku provinsi,4,Positive
bagus,5,Positive
"entah kenapa tiba² waktu login langsung mengarah ke tambah no hp, dicari kode negara indonesia g ada, padahal nomor yg dipakai sudah di slot sim 1, baca² di internet dan komentar² ratung playstore juga banyak mengalami kejadian yg sama, tapi balasan dari bca nya tidak solutif, hasilnya sampai sekarang masih belum bisa login, experience yg sangat amat buruk",1,Negative
"Kenapa saya tidak bisa verifikasi wajah saya,HP saya yang lama rusak ketika saya mau login di HP yang baru saya tidak bisa melakukan verifikasi wajah, selalu failed. sudah saya coba semua saran dari bca tapi tetap tidak bisa selalu verifikasi gagal, aplikasi sampah macam apa ini jika verifikasi wajah saja selalu gagal",1,Negative
ok. baik,1,Negative
"bagus cukup cepat, walau terkadang aplikasinya error",5,Positive
good job,5,Positive
"koq sering disuruh verifikasi ulang lagi, bosen",3,Neutral
lama sekali dapat kode otp gak masuk masuk ke Gmail.,5,Positive
Fiture lengkap,5,Positive
cape banget daftar di BCA ribet. sinyal bagus malah dibilang jelek. dan putus putus,1,Negative
tidak mendapatkan kode otp,1,Negative
"Buruk, sering logout sendiri, udah login & otp dengan pulsa tidak cukup 1 kali, lebih dari 2 kali tetap logout kembali. Buruk",1,Negative
"hai min, aku mau login setelah memasukan id dan pass diminta masukin no hp, tapi ku cari kode nomer untuk indonesia tidak ada, jafi bagaimna mau masuk?",1,Negative
sangat mendukung,5,Positive
